Produto,Empresa,Ingrediente Ativo,URL
Bonanza,FMC,Clomazona,/agrolinkfito/produto/bonanza_11572.html
Bonara,Basf,"Imazapique, Imazapir",/agrolinkfito/produto/bonara_11663.html
Boneville,Koppert,Bacillus amyloliquefaciens Cepa UMAF6614,/agrolinkfito/produto/boneville_11158.html
Bonvero,Café Brasil,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/bonvero_12091.html
Boral 500 SC/Capaz,FMC,Sulfentrazona,/agrolinkfito/produto/boral-500-sc-capaz_3278.html
Boral Full,FMC,"Sulfentrazona, Tebutiurom",/agrolinkfito/produto/boral-full_10272.html
Bordalo Pro,TradeCorp,"Lufenurom, Profenofós",/agrolinkfito/produto/bordalo-pro_11858.html
Boreal,TradeCorp,Abamectina,/agrolinkfito/produto/boreal_10724.html
Borneo,Sumitomo,Etoxazol,/agrolinkfito/produto/borneo_7248.html
Boscalid Nortox 500 WG,Nortox,Boscalida,/agrolinkfito/produto/boscalid-nortox-500-wg_12112.html
Botanigard WP,Mitsui,Beauveria bassiana cepa GHA,/agrolinkfito/produto/botanigard-wp_11487.html
Botran 750,Gowan,Diclorana,/agrolinkfito/produto/botran-750_3170.html
Boundary EC,Syngenta,"Metribuzim, S-Metolacloro",/agrolinkfito/produto/boundary-ec_11331.html
Bouveriz WP Biocontrol/Mirah,Nitro,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/bouveriz-wp-biocontrol-mirah_10141.html
Bovax,Biossíntese,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/bovax_11831.html
Bove K,Koppert,"Beauveria bassiana, isolado PL 63",/agrolinkfito/produto/bove-k_11333.html
Bovemax EC,Novozymes,Beauveria bassiana isolado CG 716,/agrolinkfito/produto/bovemax-ec_8589.html
Bove-Meta Bom Futuro,Bom Futuro,"Beauveria bassiana isolado IBCB 66, Metarhizium anisopliae cepa IBCB 425",/agrolinkfito/produto/bove-meta-bom-futuro_12046.html
Bovemip,Promip,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/bovemip_11282.html
Boven/Questbeauve,Biota,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/boven-questbeauve_11452.html
Bovenat,Bionat,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/bovenat_11022.html
Bovéria-Guard,Vittia,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/boveria-guard_11288.html
Boveria-Turbo SC/Bassmax/Bio-Bass,Vittia,Beauveria bassiana BV13,/agrolinkfito/produto/boveria-turbo-sc-bassmax-bio-bass_11366.html
Boveria-Turbo/BoveVale,Vittia,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/boveria-turbo-bovevale_10248.html
Boveril Cana,Koppert,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/boveril-cana_10523.html
Boveril Evo,Koppert,"Beauveria bassiana, isolado PL 63",/agrolinkfito/produto/boveril-evo_11193.html
Boveril Plus,Koppert,"Beauveria bassiana, isolado PL 63",/agrolinkfito/produto/boveril-plus_11271.html
Boveril WP PL63,Koppert,"Beauveria bassiana, isolado PL 63",/agrolinkfito/produto/boveril-wp-pl63_8090.html
Boveryd FR 25,TZ Biotech,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/boveryd-fr-25_10743.html
Bovettus Org/Vitales Gratto Bovers,Nooa,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/bovettus-org-vitales-gratto-bovers_11123.html
Bracomip,Promip,"Habrobracon hebetor, Habrobracon hebetor, Habrobracon hebetor, Habrobracon hebetor, Habrobracon hebetor, Habrobracon hebetor",/agrolinkfito/produto/bracomip_11595.html
Braddock SL,Solus,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/braddock-sl_8875.html
Braddock Ultra,Solus,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/braddock-ultra_11717.html
Brakima,TradeCorp,Amicarbazona,/agrolinkfito/produto/brakima_11698.html
Brasão,Helm,Lambda-Cialotrina,/agrolinkfito/produto/brasao_8088.html
Bravengis,Oxon,"Clorotalonil, Tebuconazol",/agrolinkfito/produto/bravengis_11761.html
Braver,Rotam,Espirodiclofeno,/agrolinkfito/produto/braver_12219.html
Bravonil 500,Syngenta,Clorotalonil,/agrolinkfito/produto/bravonil-500_3078.html
Bravonil 720,Syngenta,Clorotalonil,/agrolinkfito/produto/bravonil-720_5991.html
Bravonil 750 WP,Syngenta,Clorotalonil,/agrolinkfito/produto/bravonil-750-wp_3119.html
Bravonil Top,Syngenta,"Clorotalonil, Difenoconazol",/agrolinkfito/produto/bravonil-top_11056.html
Bravonil Ultrex,Syngenta,Clorotalonil,/agrolinkfito/produto/bravonil-ultrex_3081.html
Brigada EC,FMC,Bifentrina,/agrolinkfito/produto/brigada-ec_7441.html
Brigade 100 EC,FMC,Bifentrina,/agrolinkfito/produto/brigade-100-ec_7409.html
Brigade 25 EC,FMC,Bifentrina,/agrolinkfito/produto/brigade-25-ec_3279.html
BrilhanteBR,Ouro Fino,Metomil,/agrolinkfito/produto/brilhantebr_8482.html
Brio,Basf,"Cresoxim-metílico, Epoxiconazol",/agrolinkfito/produto/brio_8366.html
Brisa WG,Sipcam Nichino,"Clorotalonil, Tiofanato-metílico",/agrolinkfito/produto/brisa-wg_7347.html
Brit,Ouro Fino,Cipermetrina,/agrolinkfito/produto/brit_10068.html
Broker 750 WG,Albaugh,Hexazinona,/agrolinkfito/produto/broker-750-wg_7894.html
Brometila,Bromisa,Brometo de metila,/agrolinkfito/produto/brometila_8445.html
Bromex,Bequisa,Brometo de metila,/agrolinkfito/produto/bromex_6014.html
Browser,UPL,Picloram,/agrolinkfito/produto/browser_8312.html
Brutus,UPL,Lambda-Cialotrina,/agrolinkfito/produto/brutus_8984.html
BT Protection,Bioma,,/agrolinkfito/produto/bt-protection_11689.html
BTControl,Simbiose,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/btcontrol_10218.html
BTel,Dillon,"Bacillus thuringiensis, Isolado CBMAI 1398",/agrolinkfito/produto/btel_12043.html
BTFERT,Micro Bio,Bacillus thuringiensis var. kurstaki cepa CCT 1306,/agrolinkfito/produto/btfert_11092.html
BTKill JCO,JCO,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/btkill-jco_11399.html
BTP 005-19,Total Biotecnologia,Bacillus pumilus isolado CNPSo 3203,/agrolinkfito/produto/btp-005-19_11412.html
BTP 007-19,Total Biotecnologia,Bacillus velezensis isolado CNPSo 3602,/agrolinkfito/produto/btp-007-19_12063.html
BTP 010-19,Total Biotecnologia,"Bacillus pumilus isolado CNPSo 3203, Bacillus subtilis isolado CNPSo 2720, Bacillus velezensis isolado CNPSo 3602",/agrolinkfito/produto/btp-010-19_11949.html
BTP 010-19A,Total Biotecnologia,"Bacillus pumilus isolado CNPSo 3203, Bacillus subtilis isolado CNPSo 2720, Bacillus velezensis isolado CNPSo 3602",/agrolinkfito/produto/btp-010-19a_11646.html
BTP 016-19/RoyalTrap,Total Biotecnologia,"Pseudomonas chlororaphis, isolado CCTB19, Pseudomonas fluorescens, isolado CCTB03",/agrolinkfito/produto/btp-016-19-royaltrap_11906.html
BTP 037-19,Biotrop,Ácido Indolacético,/agrolinkfito/produto/btp-037-19_12134.html
BTP 076-20,Total Biotecnologia,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/btp-076-20_11714.html
BTP 077-20,Total Biotecnologia,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/btp-077-20_11720.html
BTP 078-20,Total Biotecnologia,"Beauveria bassiana isolado IBCB 66, Metarhizium anisopliae cepa IBCB 425",/agrolinkfito/produto/btp-078-20_11693.html
BTP 300-21,Biovirtus,"Concentração de Azadiractina A, Concentração de Azadiractina B, Óleo de Neem (Azadirachta indica)",/agrolinkfito/produto/btp-300-21_11802.html
BTP 400-21,Total Biotecnologia,"Concentração de Azadiractina A, Concentração de Azadiractina B, Óleo de Neem (Azadirachta indica)",/agrolinkfito/produto/btp-400-21_11771.html
BT-Turbo Max/BT-Guard/BT-Turbo,Vittia,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/bt-turbo-max-bt-guard-bt-turbo_10860.html
Bucanero,Adama,Lambda-Cialotrina,/agrolinkfito/produto/bucanero_10869.html
Buick,Agbitech,Baculovírus Spodoptera frugiperda multiplenucleopolyhedrovirus (SfMNPV),/agrolinkfito/produto/buick_11241.html
Bulldock 125 SC,Bayer,Beta-ciflutrina,/agrolinkfito/produto/bulldock-125-sc_163.html
Bumper,Adama,Propiconazol,/agrolinkfito/produto/bumper_8288.html
Bunema 330 SL,Taminco,Metam-sódico,/agrolinkfito/produto/bunema-330-sl_3253.html
Buran,Yonon,Flutriafol,/agrolinkfito/produto/buran_8342.html
Burner,Iharabras,"Dibrometo de diquate, Flumioxazina",/agrolinkfito/produto/burner_11775.html
Burntop,ISK,Tiafenacil,/agrolinkfito/produto/burntop_12147.html
Butiron,Adama,Tebutiurom,/agrolinkfito/produto/butiron_6207.html
BV0518,Vittia,"Purpureocillium lilacinum, isolado BV05",/agrolinkfito/produto/bv0518_12060.html
Cabrio Top,Basf,"Metiram, Piraclostrobina",/agrolinkfito/produto/cabrio-top_4692.html
Caburé,VSF,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/cabure_12211.html
Cadet,Proregistros,Mancozebe,/agrolinkfito/produto/cadet_11481.html
Cadilac,Proregistros,Mancozebe,/agrolinkfito/produto/cadilac_10596.html
Calaris,Syngenta,"Atrazina, Mesotriona",/agrolinkfito/produto/calaris_10883.html
Calipen,Syngenta,"Atrazina, Mesotriona",/agrolinkfito/produto/calipen_11869.html
Calipen SC,Syngenta,"Atrazina, Mesotriona",/agrolinkfito/produto/calipen-sc_10915.html
Calizi Top 500 SC,Sinon,Azoxistrobina,/agrolinkfito/produto/calizi-top-500-sc_12226.html
Callisto,Syngenta,Mesotriona,/agrolinkfito/produto/callisto_5765.html
Calypso,Bayer,Tiacloprido,/agrolinkfito/produto/calypso_164.html
Calypso Ultra,Bayer,"Beta-ciflutrina, Tiacloprido",/agrolinkfito/produto/calypso-ultra_11670.html
Camp-D/Ferradura/Forty/Golp,Prentiss Química,"2,4-D, Equivalente ácido de 2,4-D, Equivalente Ácido de Picloram, Picloram",/agrolinkfito/produto/camp-d-ferradura-forty-golp_8610.html
Campeon,Globachem,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/campeon_7860.html
Campestre 240 SL,BRA,"Equivalente Ácido de Picloram, Picloram",/agrolinkfito/produto/campestre-240-sl_10656.html
Canion,Adama,Hexazinona,/agrolinkfito/produto/canion_8884.html
Cantus,Basf,Boscalida,/agrolinkfito/produto/cantus_5774.html
Capataz,Ouro Fino,Clorpirifós,/agrolinkfito/produto/capataz_8600.html
CAPAZ 500 SC,FMC,Sulfentrazona,/agrolinkfito/produto/capaz-500-sc_7408.html
Capo WG,Sipcam Nichino,Tiofanato-metílico,/agrolinkfito/produto/capo-wg_7349.html
Capote,TradeCorp,Tebutiurom,/agrolinkfito/produto/capote_10725.html
Capsialil,Gowan,"Extrato aquoso de Allium sativum (Sulfeto de Alila), Extrato oleoso de Capsicum annuum (Capsaicina)",/agrolinkfito/produto/capsialil_12041.html
Captain 800 WG,Sharda,Captana,/agrolinkfito/produto/captain-800-wg_10729.html
Captan 200 FS,Adama,Captana,/agrolinkfito/produto/captan-200-fs_5710.html
Captan 500 WP,UPL,Captana,/agrolinkfito/produto/captan-500-wp_3160.html
Captan Fersol 500 WP,Ameribrás,Captana,/agrolinkfito/produto/captan-fersol-500-wp_3168.html
Captan SC,Adama,Captana,/agrolinkfito/produto/captan-sc_3111.html
Captive/Betan/Cobral/Pasha,Rainbow Defensivos,Captana,/agrolinkfito/produto/captive-betan-cobral-pasha_11016.html
Captor,Alta,Tiodicarbe,/agrolinkfito/produto/captor_10149.html
Capture 100 EC,FMC,Bifentrina,/agrolinkfito/produto/capture-100-ec_7356.html
Capture 400 EC/Bistar 400/Brigade 400/Talstar 400,FMC,Bifentrina,/agrolinkfito/produto/capture-400-ec-bistar-400-brigade-400-talstar-400_7251.html
Captus Plus,UPL,"Azoxistrobina, Ciproconazol",/agrolinkfito/produto/captus-plus_11842.html
Caramba 90,Basf,Metconazol,/agrolinkfito/produto/caramba-90_3033.html
Caravan,Koppert,Bacillus pumilus isolado CNPSo 3203,/agrolinkfito/produto/caravan_11413.html
Carben 500 SC,CropChem,Carbendazim,/agrolinkfito/produto/carben-500-sc_5944.html
Carbendazim CROP BR,Globachem,Carbendazim,/agrolinkfito/produto/carbendazim-crop-br_10351.html
Carbendazim Nortox,Nortox,Carbendazim,/agrolinkfito/produto/carbendazim-nortox_8588.html
Carbendazim STK 500 SC-B,Globachem,Carbendazim,/agrolinkfito/produto/carbendazim-stk-500-sc-b_10360.html
Carbine 500 WG,ISK,Flonicamida,/agrolinkfito/produto/carbine-500-wg_8140.html
Carbomax,Sumitomo,Carbendazim,/agrolinkfito/produto/carbomax_11662.html
Cardeal,UPL,Fomesafem,/agrolinkfito/produto/cardeal_10441.html
Carial,Syngenta,Mandipropamida,/agrolinkfito/produto/carial_8094.html
Carial Opti,Syngenta,"Clorotalonil, Mandipropamida",/agrolinkfito/produto/carial-opti_8540.html
Carimbo 500 EC,Tradecorp do Brasil,Clomazona,/agrolinkfito/produto/carimbo-500-ec_11186.html
Carion,Syngenta,"Azoxistrobina, Fludioxonil, Metalaxil-M",/agrolinkfito/produto/carion_11355.html
Carnadine,Sumitomo,Acetamiprido,/agrolinkfito/produto/carnadine_10449.html
Cartago,Alta,Cletodim,/agrolinkfito/produto/cartago_10691.html
Cartap BR 500,Sumitomo,Cloridrato de cartape,/agrolinkfito/produto/cartap-br-500_4052.html
Cartarys,UPL,Cloridrato de cartape,/agrolinkfito/produto/cartarys_10881.html
CartuchoVIT,Bionat,Spodoptera frugiperda multiple nucleopolyhedrovirus (SfMNPV),/agrolinkfito/produto/cartuchovit_10234.html
Cartugen,Agbitech,Spodoptera frugiperda multiple nucleopolyhedrovirus (SfMNPV),/agrolinkfito/produto/cartugen_10667.html
Cartugen Max,Agbitech,Spodoptera frugiperda multiple nucleopolyhedrovirus (SfMNPV),/agrolinkfito/produto/cartugen-max_10668.html
Cascade,Basf,Flufenoxurom,/agrolinkfito/produto/cascade_11923.html
Cascade 100,Basf,Flufenoxurom,/agrolinkfito/produto/cascade-100_196.html
Castle,Adama,"Diurom, MSMA",/agrolinkfito/produto/castle_57.html
Castor,FMC,Fipronil,/agrolinkfito/produto/castor_10569.html
Catterole,Rainbow Defensivos,Metoxifenozida,/agrolinkfito/produto/catterole_12183.html
Cavalry 200 SP,AllierBrasil,Acetamiprido,/agrolinkfito/produto/cavalry-200-sp_10485.html
Cefanol Gold,Sipcam Nichino,Acefato,/agrolinkfito/produto/cefanol-gold_12001.html
"Cefanol/Acefato 750 Tide,/Socker 750/Socker SP",Sipcam Nichino,Acefato,/agrolinkfito/produto/cefanol-acefato-750-tide--socker-750-socker-sp_3056.html
Cekat,UPL,Metomil,/agrolinkfito/produto/cekat_11227.html
Celebrate,UPL,"Cletodim, Quizalofope-P-etílico",/agrolinkfito/produto/celebrate_10864.html
Celest XL,Syngenta,"Difenoconazol, Fludioxonil",/agrolinkfito/produto/celest-xl_8095.html
Celphos Tablet,Sumitomo,Fosfeto de alumínio,/agrolinkfito/produto/celphos-tablet_11673.html
Celta,Koppert,Phytoseiulus macropilis,/agrolinkfito/produto/celta_10525.html
Celtic,Ballagro,"Beauveria bassiana, Isolado Ball 6-2, Isaria javanica, Isolado URM 7662",/agrolinkfito/produto/celtic_12092.html
Censor,Bayer,Fenamidona,/agrolinkfito/produto/censor_3302.html
Centauro,UPL,Acefato,/agrolinkfito/produto/centauro_8702.html
Centric,Syngenta,Tiametoxam,/agrolinkfito/produto/centric_8890.html
Centurion,UPL,Cletodim,/agrolinkfito/produto/centurion_8414.html
Ceramax,Prophyto,Natamicina,/agrolinkfito/produto/ceramax_12093.html
Cercobin 875 WG,Iharabras,Tiofanato-metílico,/agrolinkfito/produto/cercobin-875-wg_10619.html
Cerconil,Iharabras,"Clorotalonil, Tiofanato-metílico",/agrolinkfito/produto/cerconil_10516.html
Cerimônia,TradeCorp,Difenoconazol,/agrolinkfito/produto/cerimonia_11034.html
Cernis,Corteva,Clorantraniliprole,/agrolinkfito/produto/cernis_11554.html
Certano,Syngenta,Bacillus velezensis isolado CNPSo 3602,/agrolinkfito/produto/certano_11397.html
Certero,Bayer,Triflumurom,/agrolinkfito/produto/certero_3299.html
Certeza N/Firmeza N,Iharabras,"Fluazinam, Tiofanato-metílico",/agrolinkfito/produto/certeza-n-firmeza-n_8435.html
Cetro,Basf,"Acetato de (E)-8-dodecenila, Acetato de (Z)-8-dodecenila",/agrolinkfito/produto/cetro_8516.html
Challenger,Koppert,Isaria fumosorosea cepa ESALQ 1296,/agrolinkfito/produto/challenger_10488.html
Chancella,Adama,Fipronil,/agrolinkfito/produto/chancella_10501.html
Chaparral,CTVA Proteção de Cultivos,"Aminopiralide, Equivalente ácido de Aminopiralide, Metsulfurom-metílico",/agrolinkfito/produto/chaparral_11063.html
Chapter,Tradecorp do Brasil,Glufosinato - Sal de amônio,/agrolinkfito/produto/chapter_11147.html
Charge,ISK,Clorfluazurom,/agrolinkfito/produto/charge_11620.html
Charrua 430 SC,CropChem,Tebuconazol,/agrolinkfito/produto/charrua-430-sc_10624.html
Chaser EC,Nichino,Tolfenpirade,/agrolinkfito/produto/chaser-ec_11338.html
Chaser EW,Iharabras,Tolfenpirade,/agrolinkfito/produto/chaser-ew_11337.html
Checkill 800 WG,Sinochem Agro,Tiodicarbe,/agrolinkfito/produto/checkill-800-wg_11591.html
Chess 500 WG,Syngenta,Pimetrozina,/agrolinkfito/produto/chess-500-wg_7871.html
Cheval/Ultracheval/Adama Burner Extra,Adama,"Glufosinato - Sal de amônio, S-Metolacloro",/agrolinkfito/produto/cheval-ultracheval-adama-burner-extra_11256.html
Chevelle,Koppert,Bacillus amyloliquefaciens Cepa UMAF6614,/agrolinkfito/produto/chevelle_11159.html
CHIAVE SUP,Sipcam Nichino,Metomil,/agrolinkfito/produto/chiave-sup_10261.html
Chiva WP,CropChem,"Cimoxanil, Mancozebe",/agrolinkfito/produto/chiva-wp_10506.html
Chloromo 480 EC,Sabero,Clorpirifós,/agrolinkfito/produto/chloromo-480-ec_10703.html
Chlorsab 480 EC,Sabero,Clorpirifós,/agrolinkfito/produto/chlorsab-480-ec_10500.html
Chopper Florestal,Basf,"Equivalente ácido de Imazapir, Imazapir",/agrolinkfito/produto/chopper-florestal_5823.html
Chrysogen,Agbitech,Chrysodeixis includens nucleopolyhedrovirus (ChinNPV),/agrolinkfito/produto/chrysogen_10665.html
Chrysogen CCAB,Agbitech,Chrysodeixis includens nucleopolyhedrovirus (ChinNPV),/agrolinkfito/produto/chrysogen-ccab_10664.html
Ciclone,Iharabras,Cromafenozida,/agrolinkfito/produto/ciclone_7059.html
Ciclone 48 EC,TradeCorp,Clorpirifós,/agrolinkfito/produto/ciclone-48-ec_10299.html
Cierto 100 GR,ISK,Fostiazato,/agrolinkfito/produto/cierto-100-gr_3388.html
Cigaral,ANASAC Brasil,Imidacloprido,/agrolinkfito/produto/cigaral_8429.html
Cignus,ISK,Fluazinam,/agrolinkfito/produto/cignus_8541.html
Cimox,Helm,"Cimoxanil, Mancozebe",/agrolinkfito/produto/cimox_8391.html
Cinelli 250 FS,Rotam,Fipronil,/agrolinkfito/produto/cinelli-250-fs_10435.html
Cipermetrin 250 EC CCAB,CCAB Agro,Cipermetrina,/agrolinkfito/produto/cipermetrin-250-ec-ccab_8683.html
Cipermetrina 200 EC,UPL,Cipermetrina,/agrolinkfito/produto/cipermetrina-200-ec_7493.html
Cipermetrina 250 EC CCAB,CCAB Agro,Cipermetrina,/agrolinkfito/produto/cipermetrina-250-ec-ccab_10102.html
Cipermetrina EC Prentiss,Prentiss,Cipermetrina,/agrolinkfito/produto/cipermetrina-ec-prentiss_84.html
Cipermetrina Nortox 250 EC,Nortox,Cipermetrina,/agrolinkfito/produto/cipermetrina-nortox-250-ec_3613.html
Ciproconazol CCAB 100 SL,CCAB Agro,Ciproconazol,/agrolinkfito/produto/ciproconazol-ccab-100-sl_11604.html
Circle,Syngenta,Trinexapaque-Etílico,/agrolinkfito/produto/circle_11843.html
Citobloom 2.4,Biogrow,6-Benzilaminopurina,/agrolinkfito/produto/citobloom-2-4_12108.html
Claque,TradeCorp,Ciproconazol,/agrolinkfito/produto/claque_11321.html
CLARIVA PN,Syngenta,Pasteuria nishizawae,/agrolinkfito/produto/clariva-pn_10397.html
Clariva PN BR,Syngenta,Pasteuria nishizawae,/agrolinkfito/produto/clariva-pn-br_10652.html
Classic,FMC,Clorimurom-etílico,/agrolinkfito/produto/classic_3006.html
Clean Spray,Rainbow Defensivos,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/clean-spray_10606.html
Cleaner Xtra,Rainbow Defensivos,Clorotalonil,/agrolinkfito/produto/cleaner-xtra_10534.html
Clearsol DF,Basf,Imazapir,/agrolinkfito/produto/clearsol-df_11890.html
ClearUp,Rainbow Defensivos,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/clearup_10416.html
Clect,Rainbow Defensivos,Cletodim,/agrolinkfito/produto/clect_11701.html
Clethodim R 240 EC Perterra,Perterra,Cletodim,/agrolinkfito/produto/clethodim-r-240-ec-perterra_11960.html
Cletodim 240 EC PLS CL1,Proventis,Cletodim,/agrolinkfito/produto/cletodim-240-ec-pls-cl1_11499.html
Cletodim 240 EC Proventis/Traspec,Proventis,Cletodim,/agrolinkfito/produto/cletodim-240-ec-proventis-traspec_11393.html
Cletodim 240 EC Tecnomyl I,Tecnomyl,Cletodim,/agrolinkfito/produto/cletodim-240-ec-tecnomyl-i_11665.html
Cletodim 240 EC Tecnomyl II,Tecnomyl,Cletodim,/agrolinkfito/produto/cletodim-240-ec-tecnomyl-ii_11664.html
Cletodim 240 EC Tecnomyl III,Tecnomyl,Cletodim,/agrolinkfito/produto/cletodim-240-ec-tecnomyl-iii_11666.html
Cletodim BRX,Nortox,Cletodim,/agrolinkfito/produto/cletodim-brx_11387.html
Cletodim CCAB 240 EC,CCAB Agro,Cletodim,/agrolinkfito/produto/cletodim-ccab-240-ec_10370.html
Cletodim Nortox,Nortox,Cletodim,/agrolinkfito/produto/cletodim-nortox_10375.html
Click,Oxon,Terbutilazina,/agrolinkfito/produto/click_11251.html
Climur,Rainbow Defensivos,Clorimurom-etílico,/agrolinkfito/produto/climur_11177.html
Clincher,CTVA Proteção de Cultivos,Cialofope-butílico,/agrolinkfito/produto/clincher_4499.html
Clipper Sinon,Sinon,Clorimurom-etílico,/agrolinkfito/produto/clipper-sinon_10162.html
Clomamax,CHDS do Brasil,Clomazona,/agrolinkfito/produto/clomamax_11168.html
Clomanex 500 EC,FMC,Clomazona,/agrolinkfito/produto/clomanex-500-ec_8008.html
Clomazone 500 EC FMC,FMC,Clomazona,/agrolinkfito/produto/clomazone-500-ec-fmc_8000.html
Clomazone 500 EC Nortox,Nortox,Clomazona,/agrolinkfito/produto/clomazone-500-ec-nortox_11661.html
Clomazone CCAB 500 EC II,CCAB Agro,Clomazona,/agrolinkfito/produto/clomazone-ccab-500-ec-ii_11367.html
Clomazone Nortox,Nortox,Clomazona,/agrolinkfito/produto/clomazone-nortox_11603.html
Clomom,UPL,Clorimurom-etílico,/agrolinkfito/produto/clomom_8504.html
Clopanto/Nanofos/Rainifos/Teminator,Rainbow Defensivos,Clorpirifós,/agrolinkfito/produto/clopanto-nanofos-rainifos-teminator_11285.html
Clorfenapir 240 SC Cropchem,CropChem,Clorfenapir,/agrolinkfito/produto/clorfenapir-240-sc-cropchem_11539.html
Clorfenapir CCAB 240 SC,CCAB Agro,Clorfenapir,/agrolinkfito/produto/clorfenapir-ccab-240-sc_11658.html
Clorfenapir Nortox,Nortox,Clorfenapir,/agrolinkfito/produto/clorfenapir-nortox_11206.html
Clorim,UPL,Clorimurom-etílico,/agrolinkfito/produto/clorim_7243.html
Clorimurom Max Nortox,Nortox,Clorimurom-etílico,/agrolinkfito/produto/clorimurom-max-nortox_11640.html
Clorimurom Nortox,Nortox,Clorimurom-etílico,/agrolinkfito/produto/clorimurom-nortox_7882.html
Clorimuron 250 WG Rainbow/Soymart Xtra/Yunnux Xtra,Rainbow Defensivos,Clorimurom-etílico,/agrolinkfito/produto/clorimuron-250-wg-rainbow-soymart-xtra-yunnux-xtra_11176.html
Clorimuron CCAB 250 WG,CCAB Agro,Clorimurom-etílico,/agrolinkfito/produto/clorimuron-ccab-250-wg_8521.html
Clorimuron Master Nortox,Nortox,Clorimurom-etílico,/agrolinkfito/produto/clorimuron-master-nortox_3628.html
Clorimuron Prentiss,Prentiss Química,Clorimurom-etílico,/agrolinkfito/produto/clorimuron-prentiss_8098.html
Clorotalonil 720 SC Loveland,Nutrien,Clorotalonil,/agrolinkfito/produto/clorotalonil-720-sc-loveland_11942.html
Clorotalonil C 720 SC Perterra,Perterra,Clorotalonil,/agrolinkfito/produto/clorotalonil-c-720-sc-perterra_11847.html
Clorotalonil Nortox,Nortox,Clorotalonil,/agrolinkfito/produto/clorotalonil-nortox_11372.html
Clorotalonil R 720 SC Perterra,Rainbow Defensivos,Clorotalonil,/agrolinkfito/produto/clorotalonil-r-720-sc-perterra_10956.html
Clorpiri 480 EC,Sharda,Clorpirifós,/agrolinkfito/produto/clorpiri-480-ec_11031.html
CLORPIRIFÓS 48 EC GHARDA,Gharda,Clorpirifós,/agrolinkfito/produto/clorpirifos-48-ec-gharda_11021.html
Clorpirifós 480 EC Luba,AllierBrasil,Clorpirifós,/agrolinkfito/produto/clorpirifos-480-ec-luba_12121.html
Clorpirifós Fersol 480 EC,Ameribrás,Clorpirifós,/agrolinkfito/produto/clorpirifos-fersol-480-ec_3337.html
Clorpirifós Nortox EC,Nortox,Clorpirifós,/agrolinkfito/produto/clorpirifos-nortox-ec_10900.html
Clorpirifós Poland 480 EC,Sabero,Clorpirifós,/agrolinkfito/produto/clorpirifos-poland-480-ec_10398.html
Clorpirifos Sabero 480 EC,Sabero,Clorpirifós,/agrolinkfito/produto/clorpirifos-sabero-480-ec_8292.html
Closer,CTVA Proteção de Cultivos,Sulfoxaflor,/agrolinkfito/produto/closer_10947.html
Closer SC,CTVA Proteção de Cultivos,Sulfoxaflor,/agrolinkfito/produto/closer-sc_10943.html
Cloud,TradeCorp,Espirodiclofeno,/agrolinkfito/produto/cloud_12220.html
Coach,Nutrien,"Ácido Indolbutírico, Cinetina",/agrolinkfito/produto/coach_11458.html
Coact,CTVA Proteção de Cultivos,Diclosulam,/agrolinkfito/produto/coact_7025.html
Cobox DF,Mitsui,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cobox-df_3127.html
Cobre Atar BR,Albaugh,"Equivalente em cobre metálico, Óxido cuproso",/agrolinkfito/produto/cobre-atar-br_5962.html
Cobre Fersol,Ameribrás,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cobre-fersol_3169.html
Cofenrin/Orsa,Rainbow Defensivos,Bifentrina,/agrolinkfito/produto/cofenrin-orsa_11820.html
COLISEO,Alta,"Atrazina, Simazina",/agrolinkfito/produto/coliseo_10976.html
Collis,Basf,"Boscalida, Cresoxim-metílico",/agrolinkfito/produto/collis_5775.html
Combat MBc,Eloiza Cristiba Castelan,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/combat-mbc_11840.html
Combine 500 SC,Proventis,Tebutiurom,/agrolinkfito/produto/combine-500-sc_218.html
